TaggedPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,SpeedDrop,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2
ChangeUp,84.20861,-0.958929,-0.733799,1062.365811,259.924029,2:45,5.7012,1.01145,5.53008,-35.75671,4.07358,16.06902,1.8249,1.66452,77.51723,-7.502971,2.13531,0.454233,-8.38087,2.66232,-0.95892,50,5.59387,0.91182,-122.34118,-3.29746,-12.71786,23.85451,-28.134,82.98048,6.69138,54.97213,-123.30685,11.92725,5.7043,-2.15854,-14.067,-1.00625,1.42666,-6.35893
Fastball,90.55148,-1.659798,-1.694647,2282.094824,225.851456,1:30,5.7041,1.24989,5.57935,-17.05017,17.59005,16.93044,2.73196,1.07757,82.38053,-4.888327,1.325974,0.423606,-9.08918,9.73611,-1.11557,50,5.5504,3.13546,-131.36744,-4.34643,-15.80542,29.10231,-15.24361,88.98001,8.17096,54.92094,-132.4531,14.55116,5.70193,-3.77776,-7.62181,-1.24354,3.72508,-7.90271
Fastball,91.07805,-1.464978,-2.593454,2310.192926,225.449034,1:30,5.71178,1.19997,5.76896,-15.63091,18.71879,17.74217,3.04412,0.26324,81.99699,-4.473594,0.580533,0.421825,-9.77048,10.32323,-0.99577,50,5.58112,5.16836,-131.94197,-3.81936,-16.98035,31.77124,-14.23302,89.35556,9.08106,54.72808,-133.0756,15.88562,5.70833,-3.31151,-7.11651,-1.19099,5.77424,-8.49017
ChangeUp,84.72554,-0.155753,-0.680189,1228.92339,236.970579,2:00,5.71262,1.26486,5.50453,-30.36096,9.26024,12.25048,3.03686,1.64954,77.25707,-5.771736,1.50385,0.453039,-6.34185,5.11744,-1.21377,50,5.67882,0.9349,-122.96484,-1.37714,-9.67045,25.30911,-24.37064,83.1992,7.46846,54.99383,-123.98843,12.65456,5.71459,-0.39151,-12.18532,-1.25949,1.326,-4.83523
ChangeUp,86.09042,-2.264888,-1.690767,1407.075327,213.766869,1:15,5.66327,1.13863,5.5489,-22.76052,15.52973,9.54819,1.64802,0.35385,78.73148,-6.506973,0.012357,0.445364,-5.35303,8.88028,-0.99893,50,5.45223,3.28969,-124.87394,-5.68074,-8.43545,25.61817,-18.1803,84.63281,7.35893,54.95179,-125.88571,12.80909,5.66241,-4.96272,-9.09015,-1.13543,3.62284,-4.21773
Fastball,91.40292,-1.649743,-1.690874,2229.019648,223.135308,1:30,5.66848,1.20895,5.82374,-15.47867,18.46737,16.16615,2.84374,0.98368,82.4999,-4.625009,1.206252,0.41934,-8.73733,10.27753,-1.08012,50,5.52448,3.18828,-132.52214,-4.25862,-15.34002,31.68871,-14.12998,89.88524,8.90302,54.67414,-133.63515,15.84436,5.66534,-3.76233,-7.06499,-1.20156,3.72707,-7.67001
Fastball,89.16279,0.427401,-3.343789,2083.060008,245.567989,2:15,5.66158,1.21922,5.75561,-25.51596,10.3415,19.92666,3.9338,-0.23644,80.27366,-4.358312,0.217268,0.430984,-11.1093,5.50366,-0.95346,50,5.68183,6.6575,-129.14368,0.10401,-18.50691,30.30322,-23.00549,87.45672,8.88913,54.74233,-130.2517,15.15161,5.66264,0.9452,-11.50274,-1.20926,7.33419,-9.25345
Fastball,91.02252,-2.59273,-2.170373,2233.45472,233.040842,1:45,5.69019,1.22357,5.72292,-19.92296,14.5393,17.65792,1.61156,0.67249,82.20863,-6.348456,0.989014,0.422516,-9.74134,8.59855,-1.0536,50,5.46136,4.22594,-131.85416,-6.62276,-16.89524,31.91083,-17.26087,89.20947,8.81389,54.77707,-133.00526,15.95541,5.68903,-6.00012,-8.63043,-1.21703,4.83539,-8.44762
Fastball,89.00103,-0.918914,-0.707894,2196.555173,233.379833,1:45,5.71204,1.19821,5.70839,-20.40202,15.68694,19.32576,3.15557,2.14911,80.07522,-4.786428,2.749247,0.432373,-10.21375,8.6867,-1.15173,50,5.62282,0.78138,-129.09172,-2.71424,-16.90199,31.72085,-17.79905,87.17575,8.9258,54.79239,-130.264,15.86042,5.71097,-2.05646,-8.89952,-1.19214,1.40601,-8.45099
Fastball,89.28168,-1.240717,-1.988323,2261.025301,227.402805,1:30,5.70464,1.1493,5.71461,-17.70891,18.19119,18.33056,3.07217,0.82379,80.19396,-4.631578,1.28952,0.43124,-9.90552,10.01347,-0.99417,50,5.59009,3.67237,-129.35624,-3.32194,-16.48757,31.42662,-15.50677,87.40475,9.08772,54.78247,-130.51295,15.71331,5.70185,-2.75118,-7.75339,-1.14051,4.27922,-8.24378
Slider,78.33344,-1.101526,-0.497115,2242.345923,89.834539,9:00,5.60353,1.3161,5.24012,-45.38542,1.4852,-13.41379,0.78594,-0.26895,71.96133,-9.332185,-2.881125,0.492745,6.63733,1.44528,-1.25976,50,5.46821,1.50932,-113.67581,-3.73341,8.63029,22.0631,-30.29482,76.49488,6.3721,55.26184,-114.69252,11.03155,5.60809,-2.33737,-15.14741,-1.32015,1.11162,4.31514
Slider,77.89154,-1.490065,-1.410471,2231.663733,88.075282,9:00,5.61714,1.29096,5.35741,-46.43333,1.14984,-14.63564,0.34952,-1.25173,71.21277,-9.923054,-4.01624,0.496476,6.97237,1.4676,-1.15312,50,5.44995,3.34387,-112.91906,-4.48665,8.87491,23.27657,-30.30599,75.91999,6.67877,55.14368,-113.97442,11.63829,5.62223,-3.11257,-15.153,-1.29561,2.94148,4.43746
Fastball,90.39375,-1.216399,-3.455538,2295.282413,217.548327,1:15,5.74835,1.22371,5.6997,-15.48217,19.67281,14.09938,3.32242,-0.82533,80.99343,-4.209564,-0.940296,0.426742,-8.22126,10.72394,-0.94197,50,5.63665,7.25027,-130.76745,-3.20785,-13.98084,32.17993,-13.93723,88.32614,9.40032,54.79592,-131.94238,16.08997,5.74449,-2.69899,-6.96862,-1.216,7.76072,-6.99042
Fastball,91.4125,-4.067018,-3.457218,2350.221206,214.243386,1:15,5.70045,1.22259,5.64634,-12.11698,22.22163,14.27272,0.88371,-0.8168,82.62684,-6.424773,-0.913534,0.421757,-8.24989,12.84623,-0.93797,50,5.34667,7.32494,-132.05524,-9.70889,-14.41871,30.81043,-9.72207,89.36997,8.78566,54.8514,-133.18233,15.40522,5.69533,-9.35324,-4.86103,-1.21558,7.8524,-7.20936
Fastball,88.61843,0.039251,-1.624133,2196.44576,233.093378,1:45,5.77418,1.28724,5.6313,-19.84698,16.27391,20.06655,4.15691,1.44365,80.42527,-3.711287,1.958896,0.432564,-10.59969,8.58048,-1.16189,50,5.76503,2.75975,-128.60004,-0.53792,-17.63984,28.22398,-17.89458,87.1372,8.19316,54.86791,-129.664,14.11199,5.7726,0.13665,-8.94729,-1.27845,3.42472,-8.81992
Fastball,88.33187,-0.345538,-1.608192,2239.313965,236.029779,1:45,5.83504,1.1352,5.60858,-22.63552,13.82788,18.68021,3.62607,1.19032,80.0822,-4.593367,1.726652,0.43461,-9.84371,7.46304,-1.00951,50,5.79109,2.75966,-128.1313,-1.51903,-16.2346,28.44037,-19.86574,86.72699,8.24967,54.88924,-129.21197,14.22018,5.83447,-0.76417,-9.93287,-1.1261,3.37653,-8.1173
Fastball,89.26353,-1.394423,-1.780724,2268.532898,231.695034,1:45,5.85154,1.21176,5.75684,-20.11812,15.51674,18.053,2.87613,1.05803,80.73856,-5.199557,1.451263,0.429644,-9.66028,8.68473,-1.07476,50,5.72375,3.22151,-129.42756,-3.78022,-16.20259,29.84147,-17.6077,87.72944,8.52497,54.74077,-130.51603,14.92074,5.84992,-3.13798,-8.80385,-1.20305,3.81251,-8.1013
ChangeUp,85.43039,-3.53835,-2.970137,1457.042585,219.365048,1:15,5.71136,1.14735,5.51708,-21.35714,17.73788,13.47871,0.61441,-0.50913,78.12366,-7.522408,-0.570078,0.45002,-7.75122,10.38674,-0.89808,50,5.38839,5.86603,-123.67376,-8.33507,-11.97417,25.25758,-16.12853,83.75721,7.30673,54.98452,-124.68758,12.62879,5.70996,-7.68768,-8.06427,-1.14318,6.34666,-5.98708
Fastball,90.86142,-1.774268,-1.600672,2302.141949,232.78474,1:45,5.76762,1.15241,5.61246,-19.59844,15.28607,18.38466,2.47717,1.19004,81.52667,-5.486175,1.682413,0.425097,-9.76969,8.69863,-1.02743,50,5.60364,2.82839,-131.58118,-4.70925,-16.78586,33.1216,-17.22844,88.66793,9.33475,54.8841,-132.80492,16.5608,5.76587,-4.07272,-8.61422,-1.14339,3.44857,-8.39293
Fastball,90.45753,-1.51287,-2.808474,2124.663806,214.665648,1:15,5.75714,1.21891,5.67297,-16.293,18.81529,12.09536,2.98688,-0.39365,81.13253,-4.645377,-0.649716,0.426458,-7.07457,10.42693,-0.98955,50,5.61947,5.88385,-130.94594,-3.93863,-12.05347,32.48066,-14.40885,88.38491,9.325,54.82458,-132.13724,16.24033,5.75424,-3.41016,-7.20443,-1.21346,6.32594,-6.02674
Fastball,90.75932,-4.098381,-3.415758,2321.818531,227.180808,1:30,5.59397,1.09414,5.78341,-18.57284,16.14965,16.04997,0.21979,-0.75014,82.07488,-7.605771,-0.544909,0.424108,-9.3893,9.94075,-0.82243,50,5.24399,7.14962,-131.17319,-9.99851,-16.12839,31.40062,-15.09845,88.87457,8.68445,54.71757,-132.29767,15.70031,5.59236,-9.45782,-7.54923,-1.0888,7.7272,-8.06419
Slider,76.8373,-0.192845,-0.613542,2279.502394,70.502261,8:15,5.67772,1.20304,5.35237,-50.60204,-2.36232,-10.85823,1.28,-0.27728,70.93942,-9.367156,-2.547481,0.499888,5.338,-0.77598,-1.13961,50,5.62374,1.60453,-111.6164,-2.06307,6.72683,20.28903,-33.15192,75.40161,5.89788,55.15062,-112.54875,10.14451,5.68354,-0.53962,-16.57596,-1.20624,1.29541,3.36342
Fastball,88.16107,-0.390752,-3.070936,2186.929329,218.831113,1:15,5.81522,1.15393,5.65001,-17.40446,19.86533,14.79276,3.99985,-0.48043,78.39464,-3.756625,-0.433,0.43939,-8.53497,10.59158,-0.90276,50,5.77147,6.17921,-127.5032,-1.35587,-13.68417,32.58055,-15.19251,85.7836,9.76643,54.84522,-128.73533,16.29028,5.81188,-0.78132,-7.59626,-1.14623,6.69672,-6.84208
Fastball,88.19726,-1.602874,-2.075907,2196.224524,205.982139,12:45,5.76061,1.1395,5.6761,-15.85225,21.46607,9.71154,2.94391,0.01264,78.26453,-4.694429,-0.341369,0.439676,-5.68803,11.9015,-0.97062,50,5.61598,4.19667,-127.56632,-3.98932,-9.08741,33.68524,-13.15977,85.72783,9.93272,54.81929,-128.83262,16.84262,5.75665,-3.49461,-6.57989,-1.1348,4.53828,-4.54371
ChangeUp,83.73324,-3.798434,-3.166599,1428.35361,218.610507,1:15,5.697,1.06306,5.56622,-24.63588,16.04005,11.7193,0.08492,-0.92155,76.67666,-8.363717,-1.077791,0.459029,-6.87733,9.61662,-0.79776,50,5.35245,6.22882,-121.14432,-8.83622,-10.19458,24.22245,-17.91887,82.11342,7.05658,54.9342,-122.12692,12.11123,5.69615,-8.10933,-8.95944,-1.05882,6.64237,-5.09729
ChangeUp,83.36179,-1.295713,-1.438884,1499.275449,206.104729,12:45,5.64845,1.50473,5.6894,-23.061,17.87816,8.05355,2.51846,0.83448,75.50187,-5.647661,0.00106,0.460512,-4.5265,9.89871,-1.3888,50,5.52531,2.70546,-120.86575,-3.41886,-6.62388,25.92235,-17.68872,81.84901,7.85993,54.80792,-121.89255,12.96117,5.64685,-2.7182,-8.84436,-1.50115,2.96783,-3.31194
Fastball,89.97673,-1.307319,-2.063383,2297.028474,225.727691,1:30,5.72197,1.29386,5.66605,-18.11017,17.20367,16.3295,2.99278,0.72982,81.05488,-4.756363,0.853835,0.427705,-8.96378,9.52213,-1.13004,50,5.60034,3.97706,-130.40174,-3.5356,-15.20227,31.27458,-16.02488,88.12724,8.92184,54.83269,-131.55567,15.63729,5.71989,-2.94433,-8.01244,-1.28713,4.53798,-7.60114
Fastball,91.24465,-5.101124,-2.180859,2155.528092,213.85745,1:15,5.7336,0.92164,5.98612,-14.02749,19.73092,12.47394,-0.17935,-0.06119,83.38974,-7.776475,0.060904,0.418179,-7.1228,12.00158,-0.75669,50,5.32211,4.51509,-132.00449,-12.18444,-12.52952,28.90438,-11.06246,90.13469,7.85491,54.51576,-132.98961,14.45219,5.73095,-11.80741,-5.53123,-0.91785,4.94212,-6.26476
Curveball,82.86776,-0.233357,-1.605356,2276.131745,178.275184,12:00,5.5423,1.58058,6.10356,-29.99269,10.34245,-0.27343,2.82701,0.07276,75.92249,-5.83646,-1.654619,0.457102,-0.30539,5.79953,-1.45701,50,5.50866,3.38435,-120.38011,-1.39732,-0.44818,23.34463,-23.66288,82.45955,6.94527,54.39491,-121.2294,11.67232,5.54384,-0.53646,-11.83144,-1.58043,3.40065,-0.22409
Fastball,89.06551,-4.431929,-1.450509,2138.821753,201.496541,12:45,5.75003,1.06271,6.08914,-12.00678,23.69777,8.79819,0.64014,0.4538,80.2063,-6.798645,0.133848,0.430064,-5.06827,14.14328,-0.95563,50,5.40141,2.90759,-128.85155,-10.25467,-8.36535,31.32791,-8.83006,87.64375,8.85921,54.41051,-129.91946,15.66395,5.74584,-9.95367,-4.41503,-1.0596,3.19274,-4.18268
Fastball,91.21726,-5.173052,-1.324455,2300.734931,221.745544,1:30,5.77118,1.06046,5.86335,-13.81524,20.75458,17.30174,-0.20027,1.27163,81.86477,-7.841144,1.779726,0.423175,-9.45162,12.87001,-0.9638,50,5.34309,2.31582,-131.74394,-12.30189,-16.21926,34.14734,-10.08871,89.07057,9.35249,54.63708,-132.94041,17.07367,5.76794,-11.9484,-5.04435,-1.0549,2.88412,-8.10963
Fastball,89.75292,-4.407832,-0.825223,2169.906011,202.46992,12:45,5.8529,0.87434,6.17448,-14.22505,20.66056,8.0189,0.58806,0.78038,81.23998,-7.157296,0.621994,0.425103,-4.46764,12.52824,-0.81615,50,5.51179,1.55285,-129.95431,-10.37936,-7.53178,30.83754,-11.05339,88.66655,8.51294,54.32592,-130.97681,15.41877,5.84987,-10.01285,-5.5267,-0.87177,1.80259,-3.76589
ChangeUp,82.01417,-0.077439,-1.107674,2366.881177,143.609672,10:45,5.58447,1.49742,6.24371,-33.76821,7.57166,-4.54146,2.69902,0.09717,74.52546,-6.400648,-1.928479,0.46276,2.00319,4.38697,-1.41288,50,5.56233,2.47413,-119.08851,-1.16585,2.84629,25.13143,-25.94076,81.45136,7.48871,54.25413,-119.9829,12.56571,5.58739,-0.24265,-12.97038,-1.49913,2.37283,1.42314
ChangeUp,80.69683,-0.983479,0.174185,2471.007725,133.591714,10:30,5.50325,1.44531,5.8605,-35.86124,7.63532,-6.39473,1.60102,1.07424,73.19646,-7.642603,-0.974582,0.474678,3.33047,4.66823,-1.45567,50,5.40277,-0.10951,-117.07334,-3.12901,4.55462,25.12319,-25.78997,79.40636,7.50036,54.6378,-118.06439,12.56159,5.50613,-2.11166,-12.89498,-1.44781,-0.28918,2.27731
ChangeUp,83.2019,-4.829205,-2.573265,1468.443109,250.625905,2:15,5.56588,1.36354,6.21691,-32.09104,8.27957,19.65879,-1.58001,0.62548,76.41191,-10.743992,0.985008,0.457303,-11.30516,6.07252,-1.18138,50,5.18663,4.73608,-120.44818,-11.13432,-16.46563,25.26731,-23.32961,82.42334,6.78999,54.2875,-121.34427,12.63366,5.56683,-10.30695,-11.6648,-1.35969,5.32002,-8.23282
Fastball,88.10468,-2.906721,-0.981187,2197.120586,224.124708,1:30,5.80623,1.28185,6.10228,-18.06387,18.2669,16.40989,1.60997,1.74181,79.44924,-6.366053,1.976882,0.433819,-8.7656,10.76162,-1.21473,50,5.57305,1.50819,-127.68339,-6.97444,-14.21948,30.54735,-14.71664,86.88512,8.65544,54.39565,-128.73072,15.27368,5.80353,-6.46987,-7.35832,-1.2748,1.99571,-7.10974
Fastball,89.5691,-3.368751,-1.979541,2206.740633,228.276351,1:30,5.7697,1.14235,6.00323,-18.13218,17.49926,18.02962,1.13186,0.80992,80.10573,-6.845243,1.263603,0.429624,-9.98969,10.59379,-0.9966,50,5.4947,3.71605,-129.58119,-8.14458,-16.54311,33.64762,-14.6306,87.73362,9.46336,54.49473,-130.74309,16.82381,5.76722,-7.63936,-7.3153,-1.13478,4.28731,-8.27155
Curveball,81.72227,1.079757,-1.047281,2370.934362,162.651536,11:30,5.58334,1.45549,6.09025,-29.71608,12.4889,-3.42225,4.10611,0.20141,73.48574,-4.537266,-1.663428,0.467577,1.39827,6.53508,-1.37307,50,5.65122,2.30152,-118.48781,1.37141,1.95359,26.27903,-23.04367,80.61224,8.23653,54.40436,-119.46064,13.13951,5.58467,2.22448,-11.52183,-1.45694,2.2292,0.97679
Fastball,90.99084,-3.93689,-2.7977,2267.297027,192.67924,12:30,5.73188,1.01358,5.9945,-10.20607,24.63686,5.21083,1.22289,-1.14691,80.70093,-6.008326,-1.862728,0.424843,-3.66,14.39851,-0.79564,50,5.41504,6.17908,-131.29634,-9.19825,-6.19426,35.68739,-7.80586,88.72077,10.28992,54.49764,-132.51319,17.8437,5.72413,-8.93209,-3.90293,-1.00993,6.39029,-3.09713
Fastball,90.44782,-2.666289,-1.457494,2240.570185,227.973222,1:30,5.7969,1.22325,5.93589,-18.32344,16.49918,16.82934,1.79374,1.27323,81.19964,-6.164535,1.566543,0.424719,-9.14237,9.75099,-1.11652,50,5.57382,2.60985,-131.00876,-6.64466,-15.54734,33.22766,-15.5917,88.74668,9.24818,54.56241,-132.16086,16.61383,5.79484,-6.10405,-7.79585,-1.21635,3.14892,-7.77367
Fastball,90.00801,-1.387889,-0.638984,2274.778929,191.838298,12:30,5.82975,0.98721,6.11402,-13.13245,21.90505,4.3013,3.45177,0.7548,80.21434,-3.992155,0.136126,0.426028,-2.41587,12.1126,-0.94025,50,5.71622,1.26597,-130.4035,-3.43727,-4.05365,33.9551,-11.85007,88.4741,9.79367,54.37961,-131.53894,16.97755,5.82454,-3.04101,-5.92504,-0.98485,1.40152,-2.02683
Curveball,81.0686,0.399705,-0.941317,2363.150651,136.89665,10:30,5.58798,1.51587,6.0797,-31.77655,10.4328,-8.52548,3.30981,-0.0656,74.20446,-5.536912,-2.476542,0.467601,4.1139,5.67973,-1.43876,50,5.60209,2.25794,-117.78633,-0.12318,5.77237,22.62644,-24.20461,80.60808,6.86414,54.41907,-118.63218,11.31322,5.58978,0.78167,-12.10231,-1.51914,2.04215,2.88618
Fastball,90.82709,-2.877226,-1.705337,2207.128291,230.087855,1:45,5.78848,1.1801,5.90939,-18.40084,16.18422,17.76304,1.58101,1.07699,81.54683,-6.384525,1.484698,0.423268,-9.65319,9.63772,-1.05325,50,5.54698,3.1368,-131.50494,-7.1623,-16.54729,33.3771,-15.65325,89.05099,9.28026,54.58829,-132.66438,16.68855,5.78633,-6.61855,-7.82662,-1.1722,3.71162,-8.27365
Fastball,89.39145,-2.113566,-0.892818,2106.136497,193.158922,12:30,5.84383,1.08015,6.12735,-12.37327,23.27836,5.10205,2.85783,0.67993,79.43758,-4.589358,0.026756,0.429745,-2.92417,13.11469,-1.0143,50,5.67551,1.79485,-129.41404,-5.01112,-4.81543,34.29752,-10.57726,87.70879,9.95388,54.36591,-130.56597,17.14876,5.83784,-4.65586,-5.28863,-1.0773,1.95658,-2.40772
Curveball,82.55306,-2.180086,-1.843866,2480.777007,180.292204,12:00,5.59433,1.07855,5.90521,-30.13238,11.31371,0.05031,1.05756,-0.62946,75.11112,-7.788002,-1.834829,0.463354,-0.60213,6.88874,-0.9304,50,5.40185,3.85151,-119.69907,-5.483,-0.86327,25.65504,-22.29774,81.3469,7.44194,54.59466,-120.67982,12.82752,5.59516,-4.63059,-11.14887,-1.07827,3.88451,-0.43164
Curveball,80.21278,0.144815,-0.662041,2348.368821,170.613526,11:45,5.45487,1.61764,6.0346,-31.43647,11.95949,-1.73906,2.96928,0.85964,73.05094,-5.745181,-0.975066,0.474129,0.69476,6.55008,-1.56505,50,5.4493,1.41188,-116.47232,-0.62615,0.94855,23.12819,-23.23148,79.49835,7.16184,54.46288,-117.35518,11.56409,5.45628,0.26066,-11.61574,-1.61825,1.37568,0.47427
Fastball,88.20462,-3.032493,-3.148544,2280.074713,204.345753,12:45,6.22367,1.90867,5.73456,-13.33383,23.49741,10.00666,2.28159,-0.19248,79.38158,-5.63778,-1.361897,0.436797,-6.13611,13.35686,-1.65247,50,5.96273,6.59104,-127.57145,-7.0967,-9.94995,30.16866,-10.5153,86.29282,8.82305,54.76394,-128.69311,15.08433,6.21931,-6.70574,-5.25765,-1.9044,6.96098,-4.97497
Fastball,88.26257,-3.029715,-2.387131,2166.429851,205.611445,12:45,6.13229,2.18356,5.38694,-14.1993,23.0006,10.36138,2.1041,0.80822,79.51706,-5.770768,-0.546995,0.438977,-5.9463,12.89481,-1.9776,50,5.85168,4.85197,-127.64558,-7.14635,-9.67094,29.7661,-11.20222,85.86417,8.7455,55.10999,-128.83169,14.88305,6.12755,-6.69997,-5.60111,-2.17862,5.23733,-4.83547
Slider,73.74531,0.517571,-0.541683,2415.653808,62.256405,8:00,5.96089,2.28463,5.12142,-62.02783,-8.85339,-20.08285,1.27947,0.1008,67.92777,-10.65075,-4.105672,0.524835,9.92414,-4.16894,-2.21713,50,5.96074,1.76441,-107.06351,-1.10789,11.41842,19.99196,-36.97067,71.81769,5.81754,55.38327,-108.06405,9.99598,5.96989,0.7424,-18.48534,-2.29113,1.19295,5.70921
Fastball,87.53907,-2.079459,-1.629901,2363.129405,212.72889,1:00,6.1908,2.19264,5.53756,-14.03083,23.68261,14.28914,3.07628,1.85954,78.42738,-4.819006,0.916732,0.441997,-7.675,12.99859,-2.06063,50,6.00134,2.95824,-126.69488,-4.94394,-12.23141,30.59532,-11.4586,85.27755,9.11169,54.95746,-127.88644,15.29766,6.18519,-4.49767,-5.7293,-2.18511,3.43461,-6.1157
Fastball,87.46407,-2.407345,-3.188255,2325.453247,204.930985,12:45,6.17287,2.11352,5.65584,-13.53631,24.28234,10.58973,2.79489,0.01948,78.09398,-5.071884,-1.300429,0.442613,-6.47965,13.56985,-1.85017,50,5.96062,6.58339,-126.42844,-5.64352,-10.24161,31.41428,-10.72589,85.1589,9.37009,54.8409,-127.62562,15.70714,6.1679,-5.23476,-5.36294,-2.10849,6.97369,-5.1208
Fastball,87.93252,-3.971074,-3.119725,2438.18891,205.789349,12:45,6.12094,1.89315,5.97633,-12.14194,24.63608,11.23146,1.41642,-0.06584,79.19154,-6.369133,-1.105145,0.436481,-6.82508,14.38454,-1.65259,50,5.7995,6.47007,-127.12557,-9.10231,-10.9868,30.02639,-9.0183,86.35524,8.74098,54.52298,-128.18942,15.0132,6.11634,-8.78279,-4.50915,-1.88872,6.85933,-5.4934
Fastball,88.46398,-2.514108,-4.365644,2455.907614,194.683642,12:30,6.13162,1.89687,5.99952,-10.45497,25.85013,6.41933,2.92246,-1.62136,79.55645,-4.616108,-3.217315,0.433666,-4.66563,14.40064,-1.556,50,5.9271,9.4836,-127.8413,-5.79903,-7.60712,29.99256,-8.69441,86.91585,8.90754,54.49621,-128.89182,14.99628,6.12489,-5.49449,-4.34721,-1.89284,9.75005,-3.80356
Fastball,87.99478,-3.209674,-3.826299,2364.244333,202.2601,12:45,6.13615,1.90713,5.88279,-13.02709,23.71576,9.15607,2.06007,-0.8885,79.44001,-5.758604,-2.189195,0.436272,-5.89331,13.53698,-1.60315,50,5.86893,8.12482,-127.2221,-7.45379,-9.5381,29.14448,-10.2649,86.39656,8.55477,54.61561,-128.2751,14.57224,6.13154,-7.08291,-5.13245,-1.90293,8.46944,-4.76905
Fastball,90.98212,-3.226606,-2.090655,2155.527658,201.236654,12:45,5.8498,1.24869,5.98848,-14.62654,19.41773,7.07835,1.63529,-0.09997,82.45027,-6.041374,-0.818833,0.419946,-4.27603,11.31749,-1.08759,50,5.58683,4.50788,-131.79567,-7.82902,-7.44617,30.61618,-12.46605,89.75548,8.53185,54.5099,-132.83919,15.30809,5.84644,-7.40413,-6.23303,-1.24556,4.76168,-3.72308
ChangeUp,81.38086,-0.705634,-1.810105,2312.663172,102.199313,9:30,5.53,1.41842,6.04067,-39.03734,2.72587,-6.90264,1.62318,-0.83335,75.21325,-7.894717,-3.053058,0.465124,3.0915,1.95004,-1.27348,50,5.45372,3.99252,-118.29147,-2.68263,4.39525,21.84849,-29.4016,81.03748,6.16761,54.46113,-119.11259,10.92425,5.53378,-1.57764,-14.7008,-1.42042,3.82734,2.19762
Fastball,89.62338,-2.848473,-1.150438,2101.916619,205.470467,12:45,5.80858,1.2024,6.22443,-15.72095,18.87178,8.4291,1.86752,0.84317,81.538,-5.869346,0.372056,0.423315,-4.74721,11.01359,-1.1206,50,5.58759,2.27573,-130.05254,-6.88983,-8.07155,29.12078,-13.44798,89.0411,8.08539,54.27583,-131.00647,14.56039,5.80607,-6.4493,-6.72399,-1.19948,2.54014,-4.03578
Curveball,81.47476,-1.481328,-1.855676,2252.115652,188.231568,12:15,5.44169,1.57607,6.32839,-33.44195,8.01835,0.96917,1.28971,-0.05263,74.80597,-7.714508,-1.680181,0.463434,-1.0387,4.97945,-1.44111,50,5.31761,3.80068,-118.36739,-4.02928,-1.46975,23.15039,-25.12814,81.33298,6.66879,54.1724,-119.18063,11.57519,5.44365,-3.14656,-12.56407,-1.57553,3.85231,-0.73488
Fastball,89.88762,-3.443017,-2.123605,2121.501581,199.766684,12:45,5.76253,1.2506,6.21647,-11.45634,22.92493,7.82225,1.62446,-0.0582,81.88461,-5.692349,-0.712521,0.422019,-4.6604,13.21316,-1.09521,50,5.49819,4.5113,-130.30775,-8.0869,-7.98312,28.3406,-9.54038,89.31449,8.00302,54.2827,-131.23589,14.1703,5.75792,-7.77446,-4.77019,-1.24724,4.77275,-3.99156
Curveball,81.00303,-0.607006,-2.31327,2316.79395,170.484268,11:45,5.43998,1.69444,6.17035,-37.36561,4.85548,-0.58937,1.76505,-0.49248,74.3218,-7.537433,-2.419611,0.467666,-0.35583,3.08374,-1.51891,50,5.37498,4.77386,-117.64278,-2.37815,-0.49727,22.89492,-27.86433,80.59684,6.68123,54.32993,-118.48244,11.44746,5.44345,-1.35623,-13.93216,-1.69433,4.7921,-0.24864
ChangeUp,80.44065,0.274205,-1.519259,2423.081351,95.771824,9:15,5.59089,1.87093,5.97414,-40.83034,1.54744,-4.31355,2.44266,0.10268,74.98776,-7.221711,-2.294991,0.468533,1.8748,1.05256,-1.74823,50,5.58953,3.26161,-117.06589,-0.72838,2.64079,18.99073,-30.69145,80.44771,5.4529,54.52894,-117.7983,9.49537,5.59479,0.45529,-15.34573,-1.87206,3.15977,1.3204
ChangeUp,80.97113,-0.821473,-2.296614,2479.331881,115.720108,9:45,5.51166,1.47388,5.89677,-39.6712,3.22614,-3.76044,1.44239,-0.97285,74.07372,-8.132378,-2.971677,0.471397,1.2452,2.30469,-1.28676,50,5.42274,4.8548,-117.49581,-2.95084,1.72766,23.81615,-28.97634,79.95905,6.89742,54.60331,-118.42522,11.90808,5.51583,-1.82006,-14.48817,-1.4749,4.78738,0.86383
