TaggedPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,SpeedDrop,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2
Fastball,90.93495,-1.306869,-1.607197,2211.793432,220.690593,1:15,5.78882,1.31236,5.67325,-16.00591,18.73288,14.97343,3.23588,1.06133,81.46177,-4.389534,1.0686,0.424208,-8.06359,10.28379,-1.186,50,5.6687,3.00539,-131.70925,-3.46535,-13.88267,33.16354,-14.46895,88.85365,9.47318,54.82247,-132.91797,16.58177,5.78539,-2.938,-7.23447,-1.30476,3.51138,-6.94134
Fastball,90.82676,-2.698412,-2.720528,2150.965074,232.835992,1:45,5.7954,1.24432,5.60887,-19.72611,15.4895,18.5608,1.62803,0.24968,81.03119,-6.441303,0.591532,0.427109,-10.42205,9.21067,-1.0241,50,5.55204,5.40785,-131.30523,-6.83053,-17.70291,34.81148,-16.52879,88.25011,9.79557,54.88931,-132.59514,17.40574,5.79379,-6.21806,-8.2644,-1.23664,6.06382,-8.85146
ChangeUp,85.58757,-0.747883,-1.640434,1173.136447,205.331715,12:45,5.70028,1.39779,5.67063,-25.8656,13.00883,5.5128,2.84719,0.32728,77.48426,-5.589485,-0.655207,0.448749,-3.31528,7.23335,-1.26283,50,5.62106,3.32399,-124.10952,-2.45599,-5.11117,27.5187,-21.02237,83.9945,8.10332,54.8276,-125.17536,13.75935,5.70042,-1.64177,-10.51118,-1.3954,3.52195,-2.55558
Fastball,91.97127,-0.531433,-1.711945,2308.21857,222.225521,1:30,5.7457,1.26432,5.81218,-16.7019,17.07599,14.33938,3.85946,0.86686,82.32189,-3.744962,0.856844,0.4183,-7.82107,9.22213,-1.13227,50,5.69239,3.32515,-133.26246,-1.7264,-13.77843,34.0677,-15.9274,90.10866,9.64939,54.68361,-134.45446,17.03385,5.74304,-1.16912,-7.9637,-1.25704,3.80725,-6.88922
Slider,76.79015,1.108893,-0.582864,2172.564203,94.116324,9:15,5.66774,1.53369,5.39802,-46.49577,2.7626,-12.79709,2.83245,-0.07897,69.13333,-7.445085,-2.859633,0.50514,6.18626,1.57894,-1.47256,50,5.73462,1.64097,-111.22131,0.62428,7.58142,23.96982,-30.23903,74.61786,7.65681,55.09886,-112.31481,11.98491,5.67467,2.00378,-15.11951,-1.53953,1.29511,3.79071
Fastball,90.13065,-2.584208,-2.514816,2329.315573,218.826305,1:15,5.69818,1.33113,5.59534,-17.67729,18.19749,13.45402,1.80828,0.10275,80.13111,-5.975404,-0.115235,0.431088,-7.72622,10.55914,-1.12439,50,5.46539,5.11237,-130.24968,-6.41436,-12.88048,34.88738,-14.57076,87.43557,9.99954,54.90076,-131.5558,17.44369,5.69532,-5.86886,-7.28538,-1.32482,5.59459,-6.44024
Fastball,91.26063,-1.221884,-3.290204,2239.366496,225.672632,1:30,5.67806,1.39699,5.74577,-17.01977,17.20387,16.34985,3.12006,-0.30726,82.25087,-4.474322,-0.36938,0.421051,-9.36693,9.49642,-1.13345,50,5.56621,6.87254,-132.17927,-3.34044,-16.35413,31.62427,-15.59386,89.51992,9.00976,54.75319,-133.31163,15.81213,5.67582,-2.78208,-7.79693,-1.39002,7.45813,-8.17707
Fastball,90.62908,0.977865,-2.19667,2186.745897,226.87829,1:30,5.70872,1.40102,5.72815,-19.05501,15.77961,15.48324,5.03231,0.64439,81.19866,-2.658198,0.571054,0.424792,-8.51717,8.0417,-1.22703,50,5.77889,4.32925,-131.28383,1.65314,-14.60373,32.34559,-18.38556,88.73142,9.43042,54.76801,-132.45336,16.1728,5.7071,2.31791,-9.19278,-1.39311,4.85728,-7.30187
Fastball,91.68956,-0.395026,-1.385393,2265.099002,213.574141,1:00,5.71161,1.27352,5.80891,-13.28824,20.72233,12.89737,4.23679,1.0597,81.95204,-3.002742,0.925016,0.419738,-6.96855,11.00961,-1.16726,50,5.67139,2.61869,-132.85047,-1.24304,-12.19196,34.04407,-12.91195,89.79993,9.73751,54.68606,-134.04593,17.02203,5.70708,-0.78964,-6.45597,-1.26673,3.04681,-6.09598
ChangeUp,84.99451,-0.577408,-1.308166,1152.881197,248.692608,2:15,5.67256,1.35323,5.5076,-33.82797,6.07276,11.8032,2.31341,1.11321,76.6244,-6.832773,0.797197,0.454634,-6.43516,3.64764,-1.24742,50,5.59957,2.31791,-123.19106,-2.41655,-9.70323,28.76301,-26.674,82.9072,8.37011,54.99161,-124.35105,14.3815,5.67534,-1.3408,-13.337,-1.34879,2.70924,-4.85161
Fastball,92.06841,-0.930373,-2.620953,2299.786484,220.54584,1:15,5.60837,1.33759,5.78978,-15.72036,18.28745,14.47548,3.43184,0.10393,81.82894,-3.981592,-0.030986,0.419721,-8.33398,10.0369,-1.1305,50,5.52269,5.44805,-133.24377,-2.61351,-14.56155,36.12429,-14.63707,89.80354,10.23948,54.70715,-134.51389,18.06215,5.60553,-2.09887,-7.31854,-1.33106,5.96003,-7.28077
Fastball,91.92627,0.029542,-2.080462,2170.378897,225.664235,1:30,5.62923,1.34012,5.86724,-17.95206,15.91773,14.94694,4.16069,0.65224,81.95284,-3.421102,0.599161,0.418868,-8.25067,8.45831,-1.17973,50,5.62136,4.14446,-133.12464,-0.46534,-14.45566,34.88587,-17.35459,89.98637,9.97343,54.62717,-134.33173,17.44294,5.62707,0.13515,-8.6773,-1.33179,4.64464,-7.22783
Slider,77.18617,0.651659,-0.608547,2259.142133,82.518625,8:45,5.64762,1.29274,5.29022,-49.60377,-0.51323,-18.13115,2.12594,-0.78964,69.47958,-8.423567,-3.830037,0.504278,8.83772,0.06311,-1.22359,50,5.67116,1.91414,-111.78701,-0.40634,10.89832,24.93397,-32.09621,74.74529,7.70658,55.20823,-112.94272,12.46699,5.65552,1.08135,-16.0481,-1.3006,1.40899,5.44916
Fastball,90.56957,-0.662707,-1.235448,2101.113427,245.329968,2:15,5.62747,1.44856,5.60553,-24.87332,10.16678,19.3041,2.93589,1.90376,81.38896,-5.315928,2.212219,0.426043,-10.33331,5.72847,-1.35619,50,5.55493,1.99073,-131.31477,-2.38575,-17.67092,33.1518,-22.37785,88.47088,9.18061,54.89511,-132.54483,16.5759,5.62804,-1.55545,-11.18892,-1.44222,2.64639,-8.83546
Slider,77.67761,-0.285463,0.094837,2286.064665,74.916415,8:30,5.62416,1.24881,5.39829,-51.18928,-3.48921,-19.03832,1.09088,-0.24885,70.91115,-9.596667,-3.300452,0.497085,9.68603,-1.26378,-1.24316,50,5.56254,0.54521,-112.72044,-2.28086,12.28168,23.25677,-33.77648,75.82692,6.76646,55.10407,-113.76866,11.62839,5.63104,-0.75851,-16.88824,-1.25526,-0.00834,6.14084
Fastball,90.93734,-0.397047,-1.907508,2289.018041,224.308083,1:30,5.6238,1.30587,5.70555,-15.81879,18.44387,16.86891,3.9354,0.93362,82.36714,-3.426081,1.108016,0.421291,-9.06174,9.79949,-1.15619,50,5.58076,3.62564,-131.91653,-1.37634,-15.85249,29.95694,-15.03092,89.46895,8.5702,54.79233,-133.00037,14.97847,5.62072,-0.83252,-7.51546,-1.29775,4.19918,-7.92625
Fastball,89.6822,-2.077111,-2.026943,2149.759645,208.326112,1:00,6.10499,0.40339,6.48084,-12.91292,21.20359,10.81859,3.11962,-0.55703,81.6337,-4.607811,-0.065019,0.420391,-6.25906,12.04886,-0.26533,50,5.9528,4.18562,-130.23098,-5.00791,-10.69922,28.53975,-11.57776,89.66036,8.0485,54.01899,-131.10877,14.26988,6.10135,-4.65182,-5.78888,-0.39913,4.5147,-5.34961
Slider,75.72174,1.697416,0.50461,2092.378564,89.678606,9:00,5.83235,1.20745,5.93417,-47.52526,1.5789,-15.82631,3.44724,0.35677,68.84039,-7.103742,-2.339754,0.504348,8.20697,0.83236,-1.23912,50,5.94155,-0.38696,-109.89921,1.82194,9.92744,21.46414,-31.16719,74.73494,6.88135,54.56512,-110.78723,10.73207,5.8395,3.11138,-15.5836,-1.21462,-0.79767,4.96372
Fastball,90.76844,-2.703097,-2.830682,2235.895784,197.500181,12:30,6.07478,0.2366,6.24761,-13.64355,20.08907,5.97331,2.43986,-1.87848,82.53013,-5.34943,-1.753419,0.418019,-3.91536,11.53638,-0.02869,50,5.86639,6.25638,-131.57204,-6.54945,-6.82536,29.36019,-12.06352,90.16911,8.23831,54.25053,-132.51714,14.68009,6.07097,-6.16113,-6.03176,-0.23362,6.47609,-3.41268
Slider,79.60348,-1.227145,-2.372455,2199.764295,102.037657,9:30,5.78464,1.00925,6.11282,-40.02912,4.21918,-12.72883,1.31305,-2.24643,72.69092,-8.627528,-4.66549,0.478762,5.85607,2.99449,-0.82052,50,5.66961,5.24531,-115.4895,-3.67726,7.8052,24.14671,-28.18284,78.72895,6.91256,54.38732,-116.40319,12.07336,5.78858,-2.61084,-14.09142,-1.01341,4.94996,3.9026
Slider,77.53817,1.777433,-0.671275,2167.594997,96.206256,9:15,5.84008,1.05684,6.10509,-43.20136,3.21028,-15.51202,3.88435,-0.85664,70.63214,-6.254512,-3.465423,0.490326,7.73796,1.62504,-0.99763,50,5.95455,1.88847,-112.58001,2.20604,9.84925,22.00723,-30.10564,76.87222,6.90604,54.39412,-113.43572,11.00362,5.84601,3.37664,-15.05282,-1.06362,1.5055,4.92463
Fastball,90.69468,-2.126245,-1.959098,2131.190541,216.3352,1:15,6.06308,0.41899,6.21047,-15.13465,18.83245,12.96272,2.83741,-0.30963,81.97176,-5.056499,0.380449,0.41947,-7.35402,10.78953,-0.2784,50,5.89586,3.96633,-131.55599,-5.28144,-12.72393,31.22489,-13.50598,89.85735,8.72293,54.28886,-132.57004,15.61244,6.06026,-4.84282,-6.75299,-0.41391,4.37955,-6.36197
Fastball,88.79269,-4.038873,-2.007617,2088.782926,204.358249,12:45,6.04412,0.60921,6.33237,-12.14804,23.25163,9.94327,1.30426,-0.4116,80.31742,-6.434319,-0.209558,0.428224,-5.84737,13.79572,-0.46751,50,5.74334,4.11878,-128.59462,-9.3394,-9.66347,29.91881,-9.37496,88.02043,8.47527,54.16746,-129.56059,14.9594,6.03999,-9.03672,-4.68748,-0.60553,4.43078,-4.83174
Fastball,88.12927,-3.566862,-2.841451,2031.318777,212.287307,1:00,6.00877,0.60353,6.35929,-17.79406,18.37068,10.73079,1.23488,-1.11951,79.24552,-6.996668,-0.900614,0.432827,-6.59174,11.19729,-0.40256,50,5.74157,5.91196,-127.5385,-8.41664,-10.63198,31.30637,-14.11368,87.08439,8.88375,54.13953,-128.5506,15.65319,6.0063,-7.96036,-7.05684,-0.59925,6.25568,-5.31599
Fastball,90.21225,-1.563843,-1.686577,2062.776132,224.989579,1:30,6.05399,0.74686,5.94823,-19.47824,15.41021,14.09761,2.97931,0.35687,81.03416,-5.277299,0.846343,0.425121,-7.78874,8.79776,-0.62049,50,5.91871,3.24215,-130.7544,-4.15848,-13.22203,32.56604,-17.23917,88.66294,9.17809,54.54949,-131.88264,16.28302,6.05244,-3.56123,-8.61959,-0.74075,3.70022,-6.61101
Slider,78.46615,-1.939817,-3.164715,2083.490092,93.368305,9:00,5.88902,0.65424,5.80514,-43.85455,2.39075,-13.72013,0.42697,-3.43534,71.81739,-9.951158,-5.620574,0.489447,6.00335,2.31658,-0.38601,50,5.7036,6.79666,-113.64725,-5.23582,7.73916,23.6075,-29.18767,77.01032,6.64876,54.6945,-114.61827,11.80375,5.89427,-4.03528,-14.59384,-0.65902,6.47833,3.86958
Fastball,90.07834,-1.341182,-0.958866,2105.152598,196.290164,12:30,6.06346,0.36405,5.86024,-13.26135,21.76296,5.98205,3.71191,-0.02837,80.93648,-3.939196,0.113885,0.425948,-3.34016,11.88134,-0.28963,50,5.94693,1.91884,-130.56732,-3.37364,-5.67067,31.73138,-12.00273,88.49076,9.14187,54.63521,-131.68898,15.86569,6.05869,-2.94936,-6.00137,-0.361,2.11928,-2.83533
Fastball,90.41005,-1.120054,-1.643209,2134.107417,215.067262,1:15,6.14592,0.37176,5.96299,-14.63859,20.39962,13.32607,3.88689,-0.04184,80.32332,-3.994768,0.750793,0.426032,-7.31969,11.19091,-0.24824,50,6.04883,3.15162,-130.8868,-2.91251,-12.34036,34.86726,-13.30716,88.4732,10.08673,54.53023,-132.08811,17.43363,6.14128,-2.45403,-6.65358,-0.36415,3.57679,-6.17018
Fastball,90.41426,-1.504079,-1.844905,2223.558894,197.220196,12:30,6.08099,0.56197,5.98422,-14.13548,20.58332,5.97296,3.50786,-0.65091,81.04716,-4.266812,-0.77185,0.424086,-3.6415,11.38386,-0.41932,50,5.95422,3.95289,-130.97845,-3.7833,-6.2054,32.57826,-12.77513,88.87921,9.3671,54.51023,-132.09551,16.28913,6.07643,-3.34526,-6.38757,-0.55851,4.16566,-3.1027
Fastball,90.20011,-1.391553,-1.420353,2154.53897,191.223731,12:15,6.04305,0.6898,5.85831,-12.21351,22.69084,4.24921,3.73173,-0.27601,81.11787,-3.799118,-0.658636,0.425217,-2.60591,12.35213,-0.57689,50,5.92291,3.05155,-130.73095,-3.44766,-4.44124,31.46942,-11.12248,88.64274,9.08224,54.63706,-131.84245,15.73471,6.03775,-3.05482,-5.56124,-0.68744,3.20841,-2.22062
Fastball,90.11754,-1.844614,-0.788366,1939.779808,213.017764,1:00,6.07931,0.60976,5.92236,-16.88115,18.06371,10.8956,2.96004,0.7861,81.04552,-5.087743,1.168608,0.425464,-5.83973,10.23524,-0.55284,50,5.92223,1.32757,-130.64173,-4.68639,-9.90969,32.17098,-14.80537,88.59129,9.07202,54.57515,-131.76356,16.08549,6.07665,-4.17012,-7.40269,-0.60516,1.67313,-4.95484
Slider,78.764,1.551304,0.171604,2128.515982,94.736245,9:15,5.86499,1.27225,6.02985,-42.09164,2.29276,-12.57296,3.79437,0.38343,72.80412,-6.221931,-2.091594,0.479498,6.49989,1.19866,-1.27902,50,5.96347,0.11705,-114.55638,1.80724,8.71065,19.48212,-30.56768,78.60816,5.95988,54.4719,-115.31439,9.74106,5.87002,2.99657,-15.28384,-1.27698,-0.22186,4.35532
Fastball,90.38034,-2.493548,-1.408747,2039.897362,214.376635,1:15,6.13839,0.5422,5.90459,-15.33666,19.00769,12.22107,2.54345,0.25264,82.34227,-5.426239,0.785077,0.421793,-6.68504,10.81091,-0.43609,50,5.92919,2.70546,-131.13217,-6.14709,-11.59115,28.82177,-13.42904,89.36246,8.03806,54.59533,-132.13832,14.41089,6.1356,-5.67828,-6.71452,-0.5376,3.1101,-5.79557
Slider,79.27404,-0.085643,-0.460374,2118.761203,91.910253,9:00,5.84968,1.11194,5.87238,-42.62833,1.70756,-11.08528,2.21777,-0.23945,73.10985,-7.920451,-2.452034,0.479236,5.58591,1.2685,-1.06809,50,5.81779,1.33346,-115.25187,-1.51693,7.52222,21.18018,-30.46581,78.65116,6.1642,54.62974,-116.09957,10.59009,5.8541,-0.29758,-15.2329,-1.11543,1.0324,3.76111
ChangeUp,84.99592,-2.513324,-1.706531,1273.073018,223.282215,1:30,5.79837,1.26984,5.58278,-25.83001,13.66284,11.58197,1.29613,0.6408,77.36653,-7.315317,0.361606,0.452304,-6.40914,8.07863,-1.13099,50,5.56548,3.19042,-123.18249,-6.25025,-9.76462,26.3977,-19.8659,83.33424,7.62938,54.91674,-124.23167,13.19885,5.7982,-5.46068,-9.93295,-1.2655,3.57851,-4.88231
Fastball,89.51853,-1.816316,-0.996253,2253.154684,227.289379,1:30,5.79799,1.18819,5.80759,-17.59647,18.13131,18.15336,2.64166,1.77438,80.18681,-5.192506,2.257348,0.430204,-9.47296,10.2176,-1.11674,50,5.63859,1.43553,-129.66404,-4.61252,-15.77554,32.62685,-15.15841,87.61528,9.33172,54.6876,-130.83824,16.31343,5.79477,-4.06699,-7.57921,-1.17862,2.00327,-7.88777
Fastball,89.63714,-1.609713,-2.367706,2178.310947,237.965658,2:00,5.7679,1.13487,5.73909,-21.40938,14.41879,20.79859,2.48319,0.66209,80.12,-5.668786,1.353834,0.430808,-11.43757,8.29567,-0.95081,50,5.62105,4.45457,-129.77698,-4.33165,-19.02076,33.45583,-18.3783,87.49243,9.51714,54.75925,-130.99815,16.72792,5.76691,-3.66082,-9.18915,-1.12608,5.14885,-9.51038
Fastball,87.9094,-0.70634,-2.110483,2122.638698,235.038713,1:45,5.81895,1.26051,5.58449,-23.60753,13.4717,17.3569,3.19155,0.73511,79.28224,-5.138202,0.986176,0.438265,-9.49859,7.42674,-1.09091,50,5.74316,3.94532,-127.42515,-2.35327,-15.38777,29.77675,-20.14274,86.00374,8.62716,54.91489,-128.56852,14.88837,5.81867,-1.57982,-10.07137,-1.25374,4.53618,-7.69388
ChangeUp,84.48041,-0.907966,-1.975281,1600.837083,196.120698,12:30,5.7355,1.27457,5.56467,-19.67611,20.49387,5.50528,3.24701,-0.11273,76.19704,-4.656066,-0.994093,0.456165,-3.42429,11.08016,-1.10786,50,5.64473,3.99294,-122.42244,-2.51261,-5.12473,27.29463,-15.59172,82.6289,8.28337,54.93334,-123.51745,13.64732,5.73299,-1.88709,-7.79586,-1.27218,4.19854,-2.56236
Fastball,90.4013,-2.101744,-2.322099,2249.40347,224.28903,1:30,5.70345,1.22213,5.77149,-15.73233,19.17485,17.44816,2.43404,0.514,81.37987,-5.128988,0.800464,0.425235,-9.60997,10.80406,-1.04067,50,5.52023,4.5358,-130.94714,-5.25359,-16.42515,31.68477,-13.70794,88.63909,9.02143,54.72657,-132.08586,15.84239,5.70018,-4.76094,-6.85397,-1.21429,5.12611,-8.21257
Fastball,91.10231,-2.234478,-2.728215,2193.24452,224.614202,1:30,5.76591,1.2663,5.72777,-17.32851,17.50485,15.88481,2.23732,0.04714,81.1619,-5.563562,0.111312,0.424785,-8.98737,10.06426,-1.04824,50,5.56889,5.55023,-131.72654,-5.65751,-15.37417,34.8691,-14.95769,88.73297,9.94041,54.76777,-132.98262,17.43455,5.76299,-5.11869,-7.47885,-1.25815,6.10405,-7.68709
Fastball,91.26112,-0.961238,-3.209619,2216.572148,226.681129,1:30,5.70914,1.22422,5.7594,-18.29698,16.03847,15.65446,3.28817,-0.46194,81.93319,-4.451553,-0.411977,0.421738,-8.96374,8.82575,-0.96737,50,5.61847,6.69885,-132.12307,-2.78418,-15.57803,32.57111,-16.83584,89.37405,9.32794,54.73759,-133.28587,16.28555,5.70714,-2.18313,-8.41792,-1.21644,7.25499,-7.78902
Fastball,91.11276,-2.124757,-0.987153,2208.178601,232.789182,1:45,5.79799,1.31414,5.52035,-21.34761,13.27568,15.83536,2.03119,1.71069,82.29353,-6.121166,1.837178,0.423502,-8.29323,7.743,-1.23905,50,5.599,1.54932,-132.01744,-5.63219,-14.42291,31.92515,-18.70807,89.00175,8.81923,54.97776,-133.21574,15.96258,5.79722,-4.92998,-9.35404,-1.30736,2.09068,-7.21145
Fastball,90.74938,-2.632631,-2.638487,2227.614495,227.844213,1:30,5.68028,1.34709,5.54286,-17.13662,17.88273,18.30399,1.78743,0.40475,81.65224,-5.894585,0.623005,0.425917,-10.08686,10.25792,-1.13075,50,5.44083,5.2162,-131.30965,-6.57498,-17.32108,32.07718,-14.55922,88.49705,9.09714,54.95532,-132.51463,16.03859,5.67755,-6.02805,-7.27961,-1.33893,5.86688,-8.66054
Slider,77.83065,0.619657,1.539707,2178.481724,75.48493,8:30,5.60287,1.40094,5.12245,-51.96916,-3.60095,-20.81517,1.85602,1.11699,70.32428,-8.832006,-2.150221,0.500555,10.86914,-1.48949,-1.5287,50,5.62089,-2.179,-112.74646,-0.61117,13.70266,24.4366,-34.05185,75.30134,7.50637,55.3781,-113.90614,12.2183,5.61155,1.00481,-17.02593,-1.40986,-2.82928,6.85133
Fastball,91.29637,-3.465592,-3.074578,2206.253362,225.10173,1:30,5.68004,1.22313,5.70705,-21.14359,13.27422,12.04579,0.68047,-0.64049,82.44881,-7.42784,-0.921922,0.422244,-7.218,8.25382,-0.97325,50,5.37603,6.57409,-132.03587,-8.71324,-12.53465,32.38279,-17.84063,89.26706,8.84757,54.79349,-133.20632,16.19139,5.67931,-8.06841,-8.92032,-1.21905,7.02714,-6.26733
Fastball,91.35738,-2.34764,-1.880968,2192.034633,226.640111,1:30,5.60987,1.26381,5.83087,-20.47678,13.58461,13.07662,1.71878,0.60441,82.49209,-6.209374,0.463721,0.420052,-7.28485,8.04926,-1.11802,50,5.40614,3.77245,-132.37515,-6.09272,-12.73535,32.15176,-18.10234,89.73284,8.86529,54.66758,-133.50401,16.07588,5.6089,-5.45714,-9.05117,-1.25832,4.21959,-6.36767
Fastball,91.80841,-2.223175,-3.178292,2243.506156,234.722064,1:45,5.65369,1.30625,5.8019,-20.88655,13.00131,16.5971,1.8412,-0.26975,82.65233,-6.162491,-0.207744,0.41898,-9.54288,7.72292,-1.05514,50,5.45848,6.64879,-132.89626,-5.85413,-16.77479,33.02193,-18.59843,89.96236,9.15608,54.69734,-134.05837,16.51096,5.65299,-5.19961,-9.29921,-1.29952,7.23913,-8.3874
Slider,78.13418,0.326552,0.102914,2026.215414,70.96398,8:15,5.89143,1.31838,5.98738,-48.37743,-2.47646,-11.60146,2.16265,0.44697,71.41724,-8.588511,-1.987507,0.487621,5.99815,-0.92122,-1.32013,50,5.89066,0.22066,-113.50947,-0.85974,7.74905,22.6756,-33.36418,77.29864,6.71694,54.51369,-114.40761,11.3378,5.89854,0.46175,-16.68209,-1.32279,-0.08626,3.87453
Slider,81.55369,-2.386626,-1.080942,1983.870394,267.206672,3:00,5.97581,0.54423,6.93235,-38.7899,2.44721,18.51088,0.56902,1.10265,73.80485,-9.677549,2.318056,0.462185,-10.31591,2.54965,-0.48243,50,5.81371,1.62538,-118.42489,-5.96225,-14.28093,27.92309,-28.64444,81.55278,7.74883,53.56829,-119.26328,13.96155,5.97981,-5.1022,-14.32222,-0.53767,2.05416,-7.14046
Fastball,92.98625,-0.963463,-0.413698,2073.133974,218.153942,1:15,6.11631,0.91414,6.25908,-12.42186,19.88733,14.70906,4.19264,1.75842,83.68611,-3.409721,2.244283,0.409105,-7.67248,10.91229,-0.88982,50,6.03835,0.32708,-134.94996,-2.54542,-13.92383,33.7254,-12.37071,92.13395,9.30014,54.23729,-136.00478,16.8627,6.11192,-2.1585,-6.18535,-0.90686,0.76257,-6.96192
Slider,76.68492,3.169982,1.302033,2094.368343,80.065603,8:45,5.93342,1.12176,5.5969,-49.41904,-0.98472,-14.75702,4.77863,1.10787,69.67086,-5.914719,-1.330182,0.500897,7.74941,-0.85386,-1.22404,50,6.174,-1.94529,-111.13163,4.539,9.63086,21.0769,-33.23522,75.24995,7.01405,54.90234,-112.05754,10.53845,5.94253,5.99903,-16.61761,-1.12929,-2.36838,4.81543
Fastball,90.6399,-1.656675,-1.70048,1962.34541,209.956593,1:00,5.99287,0.82379,6.1743,-13.90981,20.14474,10.91032,3.30255,0.162,81.81499,-4.370267,0.267244,0.42001,-6.18189,11.29733,-0.70055,50,5.86036,3.44816,-131.4979,-4.14683,-10.6814,31.31967,-12.65397,89.74187,8.82491,54.32419,-132.52382,15.65984,5.9894,-3.73233,-6.32699,-0.81923,3.79804,-5.3407
ChangeUp,83.8445,-2.723862,-0.292619,2057.566643,224.334444,1:30,6.07676,0.43461,7.13132,-24.48525,13.41812,11.94339,1.56423,1.16452,77.07603,-7.386793,1.904442,0.443109,-6.50197,8.34823,-0.42027,50,5.90826,0.23302,-121.94087,-6.37657,-9.77734,24.26808,-19.62043,85.06364,6.76847,53.36917,-122.60955,12.13404,6.07652,-5.83595,-9.81022,-0.4304,0.50243,-4.88867
Fastball,90.88109,-2.302593,-2.401992,1887.14036,212.3174,1:00,6.11982,0.71542,6.42653,-15.43343,17.92867,10.63166,2.71421,-0.60775,82.67001,-5.281096,-0.476203,0.415717,-6.24012,10.36654,-0.54862,50,5.94827,5.10067,-131.87799,-5.69899,-10.92756,29.52084,-14.02032,90.66843,8.21107,54.07236,-132.78645,14.76042,6.11701,-5.26753,-7.01016,-0.71075,5.43695,-5.46378
ChangeUp,81.30065,0.05576,-1.896912,2055.059814,251.965537,2:30,6.16865,0.26458,6.89337,-34.54911,7.19717,17.0406,3.34039,-0.04414,72.63622,-6.535712,1.221575,0.465029,-9.60599,4.32803,-0.14898,50,6.16075,3.29423,-117.9641,-0.78776,-13.14524,28.46955,-26.25138,81.05391,8.66443,53.60187,-118.8302,14.23477,6.17257,0.01085,-13.12569,-0.25528,3.69413,-6.57262
Slider,78.88645,-0.116574,-1.321291,2144.162932,83.4818,8:45,5.84318,1.08603,5.82888,-45.83857,-0.11043,-15.23276,1.9149,-1.41186,71.58639,-8.5578,-4.054461,0.486702,7.34748,0.4548,-0.96906,50,5.80685,3.2168,-114.43399,-1.69392,9.55993,24.81662,-31.58229,77.44459,7.30005,54.67083,-115.44248,12.40831,5.84961,-0.41049,-15.79115,-1.09188,2.82831,4.77997
Fastball,91.79918,-1.73463,-1.966772,2190.598314,206.843699,1:00,6.09382,0.32466,6.51944,-14.67442,18.08635,8.56567,3.27791,-0.76686,82.92538,-4.594238,-0.41208,0.411954,-5.10811,10.36481,-0.19109,50,5.96635,4.22959,-133.2348,-4.393,-9.0614,32.13412,-13.7876,91.49677,8.87381,53.97902,-134.19104,16.06706,6.09097,-3.98271,-6.8938,-0.32096,4.49924,-4.5307
Slider,78.13768,1.718151,-0.79853,2076.809715,98.17762,9:15,5.88306,1.02517,6.16621,-43.08951,2.89504,-8.73099,3.87999,-0.44008,70.54619,-6.325752,-2.373469,0.488065,4.19449,1.49595,-0.96065,50,5.99216,1.90722,-113.33616,2.11219,5.36545,23.91342,-30.26047,77.22837,7.59149,54.33026,-114.24617,11.95671,5.88988,3.26373,-15.13023,-1.02935,1.70304,2.68273
Fastball,91.05064,-2.278196,-2.763338,2262.299688,204.741647,12:45,6.06769,0.45214,6.64409,-11.0426,22.34836,9.71965,3.05854,-1.26935,81.71996,-4.501474,-0.996972,0.415897,-5.94878,12.78745,-0.26864,50,5.90829,5.96518,-131.94249,-5.42276,-10.2962,32.82927,-10.04149,90.62926,9.33068,53.85093,-132.89721,16.41463,6.06174,-5.13074,-5.02074,-0.44647,6.26461,-5.1481
Slider,78.7103,2.273862,0.612865,2179.268302,80.600057,8:45,5.92948,1.00829,5.94062,-45.45534,-0.22413,-10.21127,4.25212,0.72591,71.72678,-6.133767,-1.221606,0.48405,5.42075,-0.35858,-1.05136,50,6.08525,-0.84308,-114.26688,3.11451,7.12546,22.19923,-32.6454,77.86883,6.98352,54.56025,-115.14942,11.09961,5.93563,4.41234,-16.3227,-1.01221,-1.12636,3.56273
Fastball,92.49197,-3.496796,-2.517674,2190.098092,199.341438,12:45,6.07778,0.25039,6.2394,-11.57745,21.19068,7.01839,1.88028,-1.48865,83.48944,-5.777425,-1.251594,0.412,-4.44008,12.44835,-0.06605,50,5.81086,5.59247,-133.92555,-8.44648,-7.95313,32.63861,-9.87639,91.48648,9.00253,54.25893,-134.95949,16.3193,6.07348,-8.13361,-4.9382,-0.2472,5.84442,-3.97657
Slider,75.6371,-1.591995,-0.376311,2292.109218,81.032764,8:45,5.59967,1.32969,5.42446,-50.56471,-0.66315,-14.34761,-0.10564,-0.21843,69.82102,-10.746516,-2.9383,0.508427,7.25237,0.45539,-1.28559,50,5.42267,1.23865,-109.80951,-4.67233,8.79926,20.59253,-31.62151,74.13542,5.81608,55.079,-110.75788,10.29627,5.60431,-3.21604,-15.81076,-1.3333,0.83341,4.39963
